palabra,gematria,reduccion,traduccion,pagina
בתו,408,12,suHija,G130
לו,36,9,aEl,G130
לאשה,336,12,paraMujer,G130
ויתן,1116,9,yDio,G130
לבן,732,12,laban,G130
לרחל,268,16,aRaquel,G130
בתו,408,12,suhija,G130
את,401,5,a,G130
בלהה,42,6,bilha,G130
שפחתו,794,20,suSierva,G130
לה,35,8,aElla,G130
לשפחה,423,9,porServidora,G130
ויבא,19,10,ySeLlego,G130
גם,603,9,tambien,G130
אל,31,4,a,G130
רחל,238,13,raquel,G130
ויאהב,24,6,yAmo,G130
גם,603,9,mas,G130
את,401,5,a,G130
רחל,238,13,raquel,G130
מלאה,76,13,queALea,G130
ויעבד,92,11,yTrabajo,G130
עמו,116,8,conEl,G130
עוד,80,8,aun,G130
שבע,372,12,siete,G130
שנים,960,15,años,G130
אחרות,615,12,otros,G130
וירא,217,10,yVio,G130
יהוה,26,8,ashem,G130
כי,30,3,que,G130
שנואה,362,11,menospreciada,G130
לאה,36,9,lea,G130
ויפתח,504,9,yAbrio,G130
את,401,5,**,G130
רחמה,253,10,suVientre,G130
ורחל,244,10,yRaquel,G130
עקרה,375,15,esteril,G130
ותהר,611,8,yConcibio,G130
לאה,36,9,lea,G130
ותלד,440,8,yDioALuz
בן,702,9,hijo,G130
ותקרא,707,14,yllamo,G130
שמו,346,13,suNombre,G130
ראובן,909,18,ruben,G132
כי,30,3,porQue,G132
אמרה,246,12,dijo,G132
כי,30,3,que,G132
ראה,206,8,vio,G132
יהוה,26,8,ashem,G132
בעניי,142,7,enMiMiseria,G132
כי,30,3,porQue,G132
עתה,475,16,ahora,G132
יאהבני,78,15,meAmara,G132
אישי,321,6,miMarido,G132
ותהר,611,8,yConcibio,G132
עוד,80,8,otraVez,G132
ותלד,440,8,yDioALuz,G132
בן,702,9,hijo,G132
ותאמר,647,17,yDijo,G132
כי,30,3,porQue,G132
שמע,410,5,oyo,G132
יהוה,26,8,ashem,G132
כי,30,3,que,G132
שנואה,362,11,menospreciada,G132
אנכי,81,9,yo,G132
ויתן,1116,9,yDio,G132
לי,40,4,aMi,G132
גם,603,9,tambien,G132
את,401,5,**,G132
זה,12,3,este,G132
ותקרא,707,14,yLlamo,G132
שמו,346,13,suNombre,G132
שמעון,1116,9,simeon,G132
ותהר,611,8,yConcibio,G132
עוד,80,8,otraVez,G132
ותלד,440,8,yDioALuz,G132
בן,702,9,hijo,G132
ותאמר,647,17,yDijo,G132
עתה,475,16,ahora,G132
הפעם,755,17,estaVez,G132
ילוה,51,6,seUnira,G132
אישי,321,6,miMarido,G132
אלי,41,5,aMi,G132
כי,30,3,pues,G132
ילדתי,454,13,diALuz,G132
לו,36,9,paraEl,G132
שלשה,635,14,tres,G132
בנים,662,14,hijos,G132
על,100,1,por,G132
כן,720,9,eso,G132
קרא,301,4,llamo,G132
שמו,346,13,suNombre,G132
לוי,46,10,levi,G132
ותהר,611,8,yConcibio,G132
עוד,80,8,otraVez,G132
ותלד,440,8,yDioALuz,G132
בן,702,9,hijo,G132
ותאמר,647,17,yDijo,G132
הפעם,755,17,estaVez,G132
אודה,16,7,alabare,G132
את,401,5,a,G132
יהוה,26,8,ashem,G132
על,100,1,por,G132
כן,720,9,eso,G132
קראה,306,9,llamo,G132
שמו,346,13,suNombre,G132
יהודה,30,3,juda,G132
ותעמד,520,7,yCesoDe,G132
מלדת,474,15,darALuz,G132
ותרא,607,13,yVio,G132
רחל,238,13,raquel,G132
כי,30,3,que,G132
לא,31,4,no,G132
ילדה,49,13,engendraban,G132
ליעקב,212,5,paraJacob,G132
ותקנא,557,17,yTuvoCelos,G132
רחל,238,13,raquel,G132
באחתה,416,11,deSuHermana,G132
ותאמר,647,17,yDijo,G132
אל,31,4,a,G132
יעקב,182,11,jacob,G132
הבה,12,3,da,G132
לי,40,4,aMi,G132
בנים,662,14,hijos,G132
ואם,607,13,ySi,G132
אין,711,9,no,G132
מתה,445,13,muriendo,G132
אנכי,81,9,yo,G132
ויחר,224,8,yArdio,G132
אף,801,9,iraDe,G132
יעקב,182,11,jacob,G132
ברחל,240,6,contraRaquel,G132
ויאמר,257,14,yDijo,G132
התחת,813,12,acaso,G132
אלהים,646,16,dios,G132
אנכי,81,9,yo,G132
אשר,501,6,que,G132
מנע,160,7,impidio,G132
ממך,580,13,deTi,G132
פרי,290,11,frutoDe,G132
בטן,711,9,vientre,G132
ותאמר,647,17,yDijo,G132
הנה,60,6,heAqui,G132
אמתי,451,10,miSierva,G132
בלהה,42,6,bilha,G132
בא,3,3,ve,G132
אליה,46,10,aElla,G132
ותלד,440,8,yDaraALuz,G132
על,100,1,sobre,G132
ברכי,232,7,misRodillas,G132
ואבנה,64,10,yEdificare,G132
גם,603,9,tambien,G132
אנכי,81,9,yo,G132
ממנה,135,9,deElla,G132
ותתן,1506,12,yDio,G132
לו,36,9,aEl,G132
את,401,5,a,G132
בלהה,42,6,bilha,G132
שפחתה,793,19,suServidora,G132
לאשה,336,12,porMujer,G132
ויבא,19,10,ySeLlego,G132
אליה,46,10,aElla,G132
יעקב,182,11,jacob,G132
ותהר,611,8,yConcibio,G132
בלהה,42,6,bilha,G132
ותלד,440,8,yDioALuz,G132
ליעקב,212,5,paraJacob,G132
בן,702,9,hijo,G132
ותאמר,647,17,yDijo,G132
רחל,238,13,raquel,G132
דנני,114,6,meBendijo,G132
אלהים,646,16,dios,G132
וגם,609,15,yTambien,G132
שמע,410,5,oyo,G132
בקלי,142,7,aMiVoz,G132
ויתן,1116,9,yDio,G132
לי,40,4,aMi,G132
בן,702,9,hijo,G132
על,100,1,por,G132
כן,720,9,eso,G132
קראה,306,9,llamo,G132
שמו,346,13,suNombre,G132
דן,704,11,dan,G132
ותהר,611,8,yConcibio,G132
עוד,80,8,otraVez,G132
ותלד,440,8,yDioALuz,G132
בלהה,42,6,bilha,G132
שפחת,788,23,siervaDe,G132
רחל,238,13,raquel,G132
בן,702,9,hijo,G132
שני,360,9,segundo,G132
ליעקב,212,5,paraJacob,G132
ותאמר,647,17,yDijo,G132
רחל,238,13,raquel,G132
נפתולי,576,18,luchasDe,G132
אלהים,646,16,dios,G132
נפתלתי,970,16,luche,G132
עם,670,13,con,G132
אחתי,419,14,miHermana,G132
גם,603,9,cierto,G132
יכלתי,470,11,heVencido,G132
ותקרא,707,14,yLlamo,G132
שמו,346,13,suNombre,G132
נפתלי,570,12,naftali,G132
ותרא,607,13,yVio,G132
לאה,36,9,lea,G132
כי,30,3,que,G132
עמדה,119,11,cesoDe,G132
מלדת,474,15,engendrar,G132
ותקח,514,10,yTomo,G132
את,401,5,a,G132
זלפה,122,5,zilpha,G132
שפחתה,793,19,suServidora,G132
ותתן,1506,12,yDio,G132
אתה,406,10,aElla,G1132
ליעקב,212,5,aJacob,G132
לאשה,336,12,paraMujer,G132
ותלד,440,8,yDioALuz,G132
זלפה,122,5,zilpha,G132
שפחת,788,23,siervade,G132
לאה,36,9,lea,G132
ליעקב,212,5,paraJacob,G132
בן,702,9,hijo,G132
ותאמר,647,17,yDijo,G132
לאה,36,9,lea,G132
בגד,9,9,vinoVentura,G132
ותקרא,707,14,yLlamo,G132
את,401,5,**,G132
שמו,346,13,suNombre,G132
גד,7,7,gad,G132
ותלד,440,8,yDioALuz,G132
זלפה,122,5,zilpha,G132
שפחת,788,23,siervaDe,G132
לאה,36,9,lea,G132
בן,702,9,hijo,G132
שני,360,9,segundo,G132
ליעקב,212,5,paraJacob,G132
ותאמר,647,17,yDijo,G132
לאה,36,9,lea,G132
באשרי,513,9,cuanfeliz,G132
כי,30,3,porQue,G132
אשרוני,567,18,meFelicitaron,G132
בנות,458,17,mujeres,G132
ותקרא,707,14,yLlamo,G132
את,401,5,**,G132
שמו,346,13,sunombre,G132
אשר,502,7,asher,G134
וילך,546,15,yFue,G134
ראובן,909,18,ruben,G134
בימי,62,8,enDiasDe,G134
קציר,400,4,siegaDe,G134
חטים,627,15,trigo,G134
וימצא,147,12,yEncontro,G134
דודאים,625,13,mandragoras,G134
בשדה,311,5,enElCampo,G134
ויבא,19,10,yllevo,G134
אתם,1001,2,ellas,G134
אל,31,4,a,G134
לאה,36,9,lea,G134
אמו,47,11,suMadre,G134
ותאמר,647,17,yDijo,G134
רחל,238,13,raquel,G134
אל,31,4,a,G134
לאה,36,9,lea,G134
תני,460,10,da,G134
נא,51,6,porFavor,G134
לי,40,4,parami,G134
מדודאי,65,11,mandragorasDe,G134
בנך,552,12,tuHijo,G134
ותאמר,647,17,yDijo,G134
לה,35,8,aElla,G134
המעט,124,7,acasoPoco,G134
קחתך,1008,9,tomarte,G134
את,401,5,**,G134
אישי,321,6,miMarido,G134
ולקחת,544,13,yTomas,G134
גם,603,9,tambien,G134
את,401,5,**,G134
דודאי,25,7,mandragorasDe,G134
בני,62,8,miHijo,G134
ותאמר,647,17,yDijo,G134
רחל,238,13,raquel,G134
לכן,750,12,bien,G134
ישכב,332,8,yacera,G134
עמך,610,7,contigo,G134
הלילה,80,8,estaNoche,G134
תחת,808,16,por,G134
דודאי,25,7,mandragoras,G134
בנך,552,12,tuHijo,G134
ויבא,19,10,yLlego,G134
יעקב,182,11,jacob,G134
מן,740,11,de,G134
השדה,314,8,elCampo,G134
בערב,274,13,porLaTarde,G134
ותצא,497,20,ySalio,G134
לאה,36,9,lea,G134
לקראתו,737,17,aLlamarte,G134
ותאמר,647,17,yDijo,G134
אלי,41,5,conmigo,G134
תבוא,409,13,llegate,G134
כי,30,3,porQue,G134
שכר,520,7,alquilar,G134
שכרתיך,1430,8,teAlquile,G134
בדודאי,27,9,porMandragorasDe,G134
בני,62,8,miHijo,G134
וישכב,338,14,yYacio,G134
עמה,115,7,conElla,G134
בלילה,77,14,enLaNoche,G134
הוא,12,3,aquella,G134
וישמע,426,12,yOyo,G134
אלהים,646,16,dios,G134
אל,31,4,a,G134
לאה,36,9,lea,G134
ותהר,611,8,yConcibio,G134
ותלד,440,8,yDioALuz,G134
ליעקב,212,5,paraJacob,G134
בן,702,9,hijo,G134
חמישי,368,17,quinto,G134
ותאמר,647,17,yDijo,G134
לאה,36,9,lea,G134
נתן,1150,7,dio,G134
אלהים,646,16,dios,G134
שכרי,530,8,miRecompenza,G134
אשר,501,6,porQue,G1134
נתתי,860,14,di,G134
שפחתי,798,24,miSierva,G134
לאישי,351,9,aMiMarido,G134
ותקרא,707,14,yLlamo,G134
שמו,346,13,suNombre,G134
יששכר,830,11,isacar,G134
ותהר,611,8,yConcibio,G134
עוד,80,8,otraVez,G134
לאה,36,9,lea,G134
ותלד,440,8,yDioALuz,G134
בן,702,9,hijo,G134
ששי,610,7,sexto,G134
ליעקב,212,5,paraJacob,G134
ותאמר,647,17,yDijo,G134
לאה,36,9,lea,G134
זבדני,73,10,meRegalo,G134
אלהים,646,16,dios,G134
אתי,411,6,aMi,G134
זבד,13,4,regalo,G134
טוב,17,8,bueno,G134
הפעם,755,17,estaVez,G134
יזבלני,109,10,meHonrara,G134
אישי,321,6,miMarido,G134
כי,30,3,porQue,G134
ילדתי,454,13,diALuz,G134
לו,36,9,paraEl,G134
ששה,605,11,seis,G134
בנים,662,14,hijos,G134
ותקרא,707,14,yLlamo,G134
את,401,5,**,G134
שמו,346,13,suNombre,G134
זבלון,745,16,zabulon,G134
ואחר,215,8,yDespues,G134
ילדה,49,13,dioALuz,G134
בת,402,6,hija,G134
ותקרא,707,14,yLlamo,G134
את,401,5,**,G134
שמה,345,12,suNombre,G134
דינה,69,15,dina,G134
ויזכר,243,9,yRecordo,G134
אלהים,646,16,dios,G134
את,401,5,a,G134
רחל,238,13,raquel,G134
וישמע,426,12,yOyo,G134
אליה,46,10,aElla,G134
אלהים,646,16,dios,G134
ויפתח,504,9,yAbrio,G134
את,401,5,**,G134
רחמה,253,10,suVientre,G134
ותהר,611,8,yConcibio,G134
ותלד,440,8,yDioALuz,G134
בן,702,9,hijo,G134
ותאמר,647,17,yDijo,G134
אסף,861,15,quito,G134
אלהים,646,16,dios,G134
את,401,5,**,G134
חרפתי,698,23,miDesgracia,G134
ותקרא,707,14,yLlamo,G134
את,401,5,**,G134
שמו,346,13,suNombre,G134
יוסף,876,21,jose,G134
לאמר,271,10,alDecir,G134
יסף,870,15,añada,G134
יהוה,26,8,ashem,G134
לי,40,4,aMi,G134
בן,702,9,hijo,G134
אחר,209,11,otro,G134
ויהי,31,4,yFue,G134
כאשר,521,8,cuando,G134
ילדה,49,13,dioALuz,G134
רחל,238,13,raquel,G134
את,401,5,a,G134
יוסף,876,21,jose,G134
ויאמר,257,14,yDijo,G134
יעקב,182,11,jacob,G134
אל,31,4,a,G134
לבן,732,12,laban,G134
שלחני,398,20,enviame,G134
ואלכה,62,8,eIre,G134
אל,31,4,a,G134
מקומי,196,16,miLugar,G134
ולארצי,337,13,yAMiTierra,G134
תנה,455,14,entrega,G134
את,401,5,**,G134
נשי,360,9,misMujeres,G134
ואת,407,11,y**,G134
ילדי,54,9,misNiños,G134
אשר,501,6,porQuienes,G134
עבדתי,486,18,servi,G134
אתך,901,10,aTi,G134
בהן,707,14,porEllos,G134
ואלכה,62,8,eIre,G134
כי,30,3,pues,G134
אתה,406,10,tu,G134
ידעת,484,16,conoces,G134
את,401,5,**,G134
עבדתי,486,18,miTrabajo,G134
אשר,501,6,que,G134
עבדתיך,986,23,teTrabaje,G34
ויאמר,257,14,yDijo,G134
אליו,47,11,aEl,G134
לבן,732,12,laban,G134
אם,601,7,si,G134
נא,51,6,ahora,G134
מצאתי,541,10,encontre,G134
חן,708,15,gracia,G134
בעיניך,642,12,enTusOjos,G134
נחשתי,768,21,heAdivinado,G134
ויברכני,298,19,queMeBendijo,G134
יהוה,26,8,ashem,G134
בגללך,565,16,porTuCausa,G134
ויאמר,257,14,yDijo,G134
נקבה,157,13,señala,G134
שכרך,1020,3,tuSalario,G134
עלי,110,2,aMi,G134
ואתנה,462,12,yPagare,G134
ויאמר,257,14,yDijo,G134
אליו,47,11,aEl,G134
אתה,406,10,tu,G134
ידעת,484,16,sabes,G134
את,401,5,**,G134
אשר,501,6,como,G134
עבדתיך,986,23,teTrabaje,G134
ואת,407,11,y**,G134
אשר,501,6,como,G134
היה,20,2,fue,G134
מקנך,690,15,tuGanado,G134
אתי,411,6,conmigo,G134
כי,30,3,pues,G134
מעט,119,11,poco,G134
אשר,501,6,que,G134
היה,20,2,esta,G134
לך,530,8,paraTi,G134
לפני,170,8,antesDeMi,G134
ויפרץ,1196,17,yAumento,G134
לרב,232,7,enMucho,G134
ויברך,718,16,yHaBendecido,G134
יהוה,26,8,ashem,G134
אתך,901,10,aTi,G134
לרגלי,273,12,aMisPies,G134
ועתה,481,13,yAhora,G134
מתי,450,9,cuando,G134
אעשה,376,16,hare,G134
גם,603,9,tambien,G134
אנכי,81,9,yo,G134
לביתי,452,11,paraMiCasa,G134
ויאמר,257,14,yDijo,G134
מה,45,9,que,G134
אתן,1101,3,dare,G134
לך,530,8,aTi,G134
ויאמר,257,14,yDijo,G134
יעקב,182,11,jacob,G134
לא,31,4,no,G134
תתן,1500,6,des,G134
לי,40,4,aMi,G134
מאומה,92,11,nada,G134
אם,601,7,si,G134
תעשה,775,19,haces,G134
לי,40,4,paraMi,G136
הדבר,211,4,laCosa,G136
הזה,17,8,laEsta,G136
אשובה,314,8,volvere,G136
ארעה,276,15,apacentare,G136
צאנך,641,11,tusOvejas,G136
אשמר,541,10,vigilare,G136
אעבר,273,12,pasare,G136
בכל,52,7,porTodas,G136
צאנך,641,11,tusOvejas,G136
היום,621,9,hoy,G136
הסר,265,13,separando,G136
משם,940,13,deAlli,G136
כל,50,5,toda,G136
שה,305,8,oveja,G136
נקד,154,10,manchada,G136
וטלוא,52,7,yMoteada,G136
וכל,56,11,yToda,G136
שה,305,8,oveja,G136
חום,614,11,oscura,G136
בכשבים,934,16,deLosCorderos,G136
וטלוא,52,7,moteado,G136
ונקד,160,7,yManchado,G136
בעזים,689,23,deLasCabras,G136
והיה,26,8,ySera,G136
שכרי,530,8,miSalario,G136
וענתה,531,9,yRespondera,G136
בי,12,3,porMi,G136
צדקתי,604,10,miIntegridad,G136
ביום,618,15,enDia,G136
מחר,248,14,futuro,G136
כי,30,3,cuando,G136
תבוא,409,13,compruebes,G136
על,100,1,sobre,G136
שכרי,530,8,miSalario,G136
לפניך,670,13,delanteDeTi,G136
כל,50,5,todo,G136
אשר,501,6,loQue,G136
איננו,117,9,noEsEl,G136
נקד,154,10,manchado,G136
וטלוא,52,7,yMoteado,G136
בעזים,689,23,deLasCabras,G136
וחום,620,8,yOscuro,G136
בכשבים,934,17,deLosCorderos,G136
גנוב,61,7,robado,G136
הוא,12,3,aMi,G136
ויאמר,257,14,yDijo,G136
לבן,732,12,laban,G136
הן,705,12,bien,G136
לו,36,9,ahora,G136
יהי,25,7,sea,G136
כדברך,726,15,comoTuPalabra,G136
ויסר,276,15,ySeparo,G136
ביום,618,15,enelDia,G136
ההוא,17,8,elAquel,G136
את,401,5,**,G136
התישים,1325,11,losMachosCabrios,G136
העקדים,789,24,losMachados,G136
והטלאים,661,13,yLosMoteados,G136
ואת,407,11,y**,G136
כל,50,5,todas,G136
העזים,692,17,lasCabras,G136
הנקדות,565,16,lasManchadas,G136
והטלאת,451,10,yLasMoteadas,G136
כל,50,5,todo,G136
אשר,501,6,que,G136
לבן,732,12,blanco,G136
בו,8,8,enEl,G136
וכל,56,11,yTodo,G136
חום,614,11,oscuro,G136
בכשבים,934,16,deLosCorderos,G136
ויתן,1116,9,yEntrego,G136
ביד,16,7,enManoDe,G136
בניו,68,14,sushijos,G136
וישם,916,16,yPuso,G136
דרך,704,11,caminoDe,G136
שלשת,1030,4,tres,G136
ימים,660,12,dias,G136
בינו,68,14,entreEl,G136
ובין,718,16,yEntre,G136
יעקב,182,11,jacob,G136
ויעקב,188,17,yJacob,G136
רעה,275,14,pastoreando,G136
את,401,5,**,G136
צאן,791,17,ovejasDe,G136
לבן,732,12,laban,G136
הנותרת,1061,8,lasRestantes,G136
ויקח,124,7,yTomo,G136
לו,36,9,paraEl,G136
יעקב,182,11,jacob,G136
מקל,170,8,deLaRamaDe,G136
לבנה,87,15,alamo,G136
לח,38,11,recienCortada,G136
ולוז,49,13,yAlmendro,G136
וערמון,1022,5,yCastaño,G136
ויפצל,216,9,yDescortezo,G136
בהן,707,14,enEllas,G136
פצלות,606,12,mondaduras,G136
לבנות,488,20,blancas,G136
מחשף,1148,14,mostrando,G136
הלבן,737,17,loBlanco,G136
אשר,501,6,que,G136
על,100,1,en,G136
המקלות,581,14,lasRamas,G136
ויצג,109,10,yColoco,G136
את,401,5,**,G136
המקלות,581,14,lasRamas,G136
אשר,501,6,que,G136
פצל,200,2,mondo,G136
ברהטים,826,16,enLosAbrevaderos,G136
בשקתות,1208,11,enCanalesDe,G136
המים,655,16,elAgua,G136
אשר,501,6,que,G136
תבאן,1103,5,venian,G136
הצאן,796,22,lasOvejas,G136
לשתות,1136,11,aBeber,G136
לנכח,108,9,delanteDe,G136
הצאן,796,22,lasOvejas,G136
ויחמנה,119,11,ySeCalentaban,G136
בבאן,119,11,cuandoVenian,G136
לשתות,1136,11,aBeber,G136
ויחמו,70,7,ySeAyuntaban,G136
הצאן,796,22,lasOvejas,G136
אל,31,4,juntoA,G136
המקלות,581,14,lasRamas,G136
ותלדן,1140,6,yParian,G136
הצאן,796,22,lasOvejas,G136
עקדים,784,19,listados,G136
נקדים,764,17,moteados,G136
וטלאים,656,17,yManchados,G136
והכשבים,943,16,yLosCorderos,G136
הפריד,299,20,separaba,G136
יעקב,182,11,jacob,G136
ויתן,1116,9,yPonia,G136
פני,140,5,facesDe,G136
הצאן,796,22,lasOvejas,G136
אל,31,4,a,G136
עקד,174,12,listado,G136
וכל,56,11,yTodo,G136
חום,614,11,oscuro,G136
בצאן,793,19,enOvejasDe,G136
לבן,732,12,laban,G136
וישת,716,14,eHizo,G136
לו,36,9,paraEl,G136
עדרים,884,20,rebaños,G136
לבדו,42,6,propios,G136
ולא,37,10,yNo,G136
שתם,1300,4,losPoniaa,G136
על,100,1,juntoA,G136
צאן,791,17,ovejasDe,G136
והיה,26,8,yFue,G136
בכל,52,7,cuando,G136
יחם,618,15,seCalentaban,G136
הצאן,796,22,lasOvejas,G136
המקשרות,1051,7,lasMasFuertes,G136
ושם,906,15,yPonia,G136
יעקב,182,11,jacob,G136
את,401,5,**,G136
המקלות,581,14,lasRamas,G136
לעיני,170,8,aOjosDe,G136
הצאן,796,22,lasOvejas,G136
ברהטים,826,16,enLosAbrevaderos,G136
ליחמנה,143,8,paraAyudarles,G136
במקלות,578,20,juntoALasRamas,G136
ובהעטיף,902,11,peroSiEraDebil,G136
הצאן,796,22,lasOvejas,G136
לא,31,4,no,G136
ישים,920,11,ponia,G136
והיה,26,8,yEra,G136
העטפים,774,18,lasDebiles,G136
ללבן,762,15,paraLaban,G136
והקשרים,1221,6,yLasMasFuertes,G138
ליעקב,212,5,paraJacob,G138
ויפרץ,1196,17,ySeEnriquecio,G138
האיש,316,10,elHombre,G138
מאד,45,9,mucho,G138
מאד,45,9,mucho,G138
ויהי,31,4,yFue,G138
לו,36,9,paraEl,G138
צאן,791,17,ovejas,G138
רבות,608,14,muchas,G138
ושפחות,800,8,ySiervas,G138
ועבדים,692,17,ySiervos,G138
וגמלים,689,23,yCamellos,G138
וחמרים,864,18,yAsnos,G138
וישמע,426,12,yOyo,G138
את,401,5,**,G138
דברי,216,9,palabrasde,G138
בני,62,8,hijosDe,G138
לבן,732,12,laban,G138
לאמר,271,10,aDecir,G138
לקח,138,12,tomo,G138
יעקב,182,11,jacob,G138
את,401,5,**,G138
כל,50,5,todo,G138
אשר,501,6,loQue,G138
לאבינו,99,18,deNuestroPadre,G138
ומאשר,547,16,deLoQue,G138
לאבינו,99,18,deNuestroPadre,G138
עשה,375,15,hizo,G138
את,401,5,**,G138
כל,50,5,todo,G138
הכבד,31,4,laRiqueza,G138
הזה,17,8,laEsta,G138
וירא,217,10,yVio,G138
יעקב,182,11,jacob,G138
את,401,5,**,G138
פני,140,5,fazDe,G138
לבן,732,12,laban,G138
והנה,66,12,yHeAqui,G138
איננו,117,9,elNoEra,G138
עמו,116,8,conEl,G138
כתמול,496,19,comoAntes,G138
שלשום,1236,12,antiguamente,G138
ויאמר,257,14,yDijo,G138
יהוה,26,8,ashem,G138
אל,31,4,a,G138
יעקב,182,11,jacob,G138
שוב,308,11,regresa,G138
אל,31,4,a,G138
ארץ,1101,3,tierraDe,G138
אבותיך,919,19,tusPadres,G138
ולמולדתך,1016,8,yATuPariente,G138
ואהיה,27,9,ySere,G138
עמך,610,7,contigo,G138
וישלח,354,12,yEnvio,G138
יעקב,182,11,jacob,G138
ויקרא,317,11,yLlamo,G138
לרחל,268,16,aRaquel,G138
וללאה,72,9,yALea,G138
השדה,314,8,elCampo,G138
אל,31,4,a,G138
צאנו,147,12,suRebaño,G138
ויאמר,257,14,yDijo,G138
להן,735,15,aEllas,G138
ראה,206,8,viendo,G138
אנכי,81,9,yo,G138
את,401,5,**,G138
פני,140,5,fazDe,G138
אביכן,733,13,vuestroPadre,G138
כי,30,3,que,G138
איננו,117,9,elNoEs,G138
אלי,41,5,paraMi,G138
כתמל,490,13,comoAntes,G138
שלשם,1230,6,antiguamente,G138
ואלהי,52,7,peroDiosDe,G138
אבי,13,4,miPadre,G138
היה,20,2,esta,G138
עמדי,124,7,conmigo,G138
ואתנה,462,12,yVosotros,G138
ידעתן,1184,14,sabeis,G138
כי,30,3,que,G138
בכל,52,7,conToda,G138
כחי,38,11,miFuerza,G138
עבדתי,486,18,servi,G138
את,401,5,a,G138
אביכן,733,13,vuestroPadre,G138
ואביכן,739,19,yVuestroPadre,G138
חתל,428,14,engaño,G138
בי,12,3,aMi,G138
והחלף,849,21,yCambio,G138
את,401,5,**,G138
משכרתי,970,16,miSalario,G138
עשרת,970,16,diez,G138
מנים,700,7,veces,G138
ולא,37,10,yNo,G138
נתנו,506,11,leConsedio,G138
אלהים,646,16,dios,G138
להרע,305,8,dañar,G138
עמדי,124,7,aMi,G138
אם,601,7,si,G138
כה,25,7,asi,G138
יאמר,251,8,decia,G138
נקדים,764,17,manchadas,G138
יהיה,30,3,seran,G138
שכרך,1020,3,tuSalario,G138
וילדו,56,11,entoncesParian,G138
כל,50,5,todo,G138
הצאן,796,22,elRebaño,G138
נקדים,764,17,manchadas,G138
ואם,607,13,yAsi,G138
כה,25,7,asi,G138
יאמר,251,8,decia,G138
עקדים,784,19,moteadas,G138
יהיה,30,3,seran,G138
שכרך,1020,3,tuSalario,G138
וילדו,56,11,entoncesParian,G138
כל,50,5,todo,G138
הצאן,796,22,elRebaño,G138
עקדים,784,19,moteadas,G138
ויצל,136,10,yQuito,G138
אלהים,646,16,dios,G138
את,401,5,**,G138
מקנה,195,15,ganadoDe,G138
אביכם,633,12,vuestroPadre,G138
ויתן,1116,9,yDio,G138
לי,40,4,aMi,G138
ויהי,31,4,yFue,G138
בעת,472,13,enTiempoDe,G138
יחם,618,15,celo,G138
הצאן,796,22,lasOvejas,G138
ואשא,308,11,yAlce,G138
עיני,140,5,misOjos,G138
וארא,208,10,yVi,G138
בחלום,646,16,enSueño,G138
והנה,66,12,yHeAqui,G138
העתדים,1089,18,losMachosCabrios,G138
העלים,715,13,losQueMontaban,G138
על,100,1,sobre,G138
הצאן,796,22,lasOvejas,G138
עקדים,784,19,listados,G138
נקדים,764,17,manchados,G138
וברדים,822,12,yMoteados,G138
ויאמר,257,14,yDijo,G138
אלי,41,5,aMi,G138
מלאך,571,13,angelDe,G138
האלהים,651,12,elDios,G138
בחלום,646,16,enSueño,G138
יעקב,182,11,jacob,G138
ואמר,247,13,yDije,G138
הנני,115,7,hemeAqui,G138
ויאמר,257,14,yDijo,G138
שא,301,4,alza,G138
נא,51,6,ahora,G138
עיניך,640,10,tusOjos,G138
וראה,212,5,yMira,G138
כל,50,5,todos,G138
העתדים,1089,18,losMachosCabrios,G138
העלים,715,13,losQueMontan,G138
על,100,1,sobre,G138
הצאן,796,22,lasOvejas,G138
עקדים,784,19,listados,G138
נקדים,764,17,manchados,G138
וברדים,822,12,yMoteados,G138
כי,30,3,pues,G138
ראיתי,621,9,vi,G138
את,401,5,**,G138
כל,50,5,todo,G138
אשר,501,6,loQue,G138
לבן,732,12,laban,G138
עשה,375,15,hizo,G138
לך,530,8,aTi,G138
אנכי,81,9,yo,G138
האל,36,9,elDios,G138
בית,412,7,bet,G138
אל,31,4,el,G138
אשר,501,6,donde,G138
משחת,748,19,ungiste,G138
שם,900,9,alli,G138
מצבה,137,11,pilar,G138
אשר,501,6,donde,G138
נדרת,654,15,hicisteVoto,G138
לי,40,4,aMi,G138
שם,900,9,alli,G138
נדר,254,11,voto,G138
עתה,475,16,ahora,G138
קום,706,13,levanta,138
צא,91,10,sal,G138
מן,740,11,de,G138
הארץ,1106,8,laTierra,G138
הזאת,413,8,laEsta,G138
ושוב,314,8,yRegresa,G138
אל,31,4,a,G138
ארץ,1101,3,tierraDe,G138
מולדתך,980,17,tuNacimiento,G138
ותען,1176,15,yContesto,G138
רחל,238,13,raquel,G138
ולאה,42,6,yLea,G138
ותאמרנה,702,9,yDijeron,G138
לו,36,9,aEl,G140
העוד,85,13,todavia,G140
לנו,86,14,paraNosotros,G140
חלק,138,12,parte,G140
ונחלה,99,18,yHerencia,G140
בבית,414,9,enCasaDe,G140
אבינו,69,15,nuestroPadre,G140
הלוא,42,6,acasoNo,G140
נכריות,686,20,extranjeras,G140
נחשבנו,416,11,somosConsideradas,G140
לו,36,9,porEl,G140
כי,30,3,porQue,G140
מכרנו,316,10,nosVendio,G140
ויאכל,316,10,ySeComio,G140
גם,603,9,cierto,G140
אכול,57,12,comer,G140
את,401,5,**,G140
